ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida,Valor_Total_Corrigido
7443,2025-01-11 19:26:11.000000000,Camisa V,Moda,301.91,1,0.18,247.57,Curitiba,Cartão de Débito,6453,False,247.56620000000004
7437,2025-01-11 20:52:08.000000000,Cafeteira J,Eletrodomésticos,1092.74,3,0.11,2917.62,Recife,Boleto,6454,False,2917.6158000000005
7460,2025-01-12 05:18:05.000000000,Monitor R,Eletrônicos,2873.03,2,0.01,5688.6,Salvador,Boleto,6455,False,5688.5994
7456,2025-01-12 07:37:12.000000000,Livro F,Livros,123.97,2,0.01,245.46,Rio De Janeiro,Boleto,6456,False,245.4606
7472,2025-01-12 09:19:49.000000000,Smartphone L,Eletrônicos,2719.35,2,0.19,4405.35,Rio De Janeiro,Boleto,6457,False,4405.347
7461,2025-01-12 11:22:32.000000000,Monitor R,Eletrônicos,2873.03,3,0.06,8101.94,Rio De Janeiro,Cartão de Débito,6458,False,8101.9446
7463,2025-01-12 11:29:41.000000000,Smartphone P,Eletrônicos,3165.38,1,0.03,3070.42,São Paulo,Cartão de Débito,6459,False,3070.4186
7468,2025-01-12 12:36:16.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.12,4010.69,Porto Alegre,Boleto,6460,False,4010.6880000000006
7465,2025-01-12 14:20:54.000000000,Curso Online L,Educação,649.58,1,0.09,591.12,Salvador,Cartão de Débito,6461,False,591.1178000000001
7471,2025-01-12 14:45:40.000000000,Cafeteira M,Eletrodomésticos,1122.24,5,0.02,5498.98,Recife,Cartão de Débito,6462,False,5498.976
7455,2025-01-12 14:47:09.000000000,Fone J,Eletrônicos,2617.74,3,0.02,7696.16,Rio De Janeiro,Pix,6463,False,7696.155599999999
7462,2025-01-12 15:02:56.000000000,Fone X,Eletrônicos,2957.24,2,0.11,5263.89,Rio De Janeiro,Boleto,6464,False,5263.8872
7464,2025-01-12 15:04:46.000000000,Camisa V,Moda,301.91,4,0.05,1147.26,Recife,Cartão de Débito,6465,False,1147.258
7467,2025-01-12 16:31:36.000000000,Notebook S,Eletrônicos,2936.46,3,0.16,7399.88,Belo Horizonte,Boleto,6466,False,7399.8792
7466,2025-01-12 18:49:20.000000000,Tênis E,Moda,338.84,1,0.03,328.67,Florianópolis,Cartão de Crédito,6467,False,328.67479999999995
7458,2025-01-12 18:57:12.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.13,3159.95,Goiânia,Pix,6468,False,3159.9531
7470,2025-01-12 19:09:30.000000000,Tênis L,Moda,340.77,2,0.07,633.83,Recife,Cartão de Débito,6469,False,633.8322
7457,2025-01-12 19:29:31.000000000,Notebook H,Eletrônicos,2924.86,3,0.17,7282.9,Florianópolis,Cartão de Débito,6470,False,7282.9014
7473,2025-01-12 19:55:26.000000000,Calça M,Moda,359.68,3,0.16,906.39,Campinas,Boleto,6471,False,906.3936
7469,2025-01-12 21:24:24.000000000,Monitor W,Eletrônicos,2892.83,1,0.07,2690.33,Salvador,Cartão de Crédito,6472,False,2690.3318999999997
7459,2025-01-12 22:29:41.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.14,2939.65,Curitiba,Cartão de Crédito,6473,False,2939.652
7476,2025-01-13 10:24:30.000000000,Monitor W,Eletrônicos,2892.83,1,0.16,2429.98,Florianópolis,Pix,6474,False,2429.9772
7482,2025-01-13 11:17:59.000000000,Cadeira C,Móveis,1791.17,4,0.07,6663.15,Campinas,Pix,6475,False,6663.1524
7484,2025-01-13 11:28:39.000000000,Notebook Y,Eletrônicos,2957.81,4,0.13,10293.18,Campinas,Cartão de Débito,6476,False,10293.1788
7485,2025-01-13 11:29:34.000000000,Tênis Y,Moda,341.81,4,0.18,1121.14,Rio De Janeiro,Pix,6477,False,1121.1368
7479,2025-01-13 11:41:53.000000000,Cadeira C,Móveis,1791.17,1,0.08,1647.88,Florianópolis,Cartão de Crédito,6478,False,1647.8764
7478,2025-01-13 12:26:42.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.03,4420.87,Florianópolis,Cartão de Débito,6479,False,4420.872
7477,2025-01-13 12:50:11.000000000,Cadeira C,Móveis,1791.17,5,0.08,8239.38,Recife,Cartão de Crédito,6480,False,8239.382000000001
7481,2025-01-13 13:03:28.000000000,Jaqueta J,Moda,323.03,3,0.02,949.71,Campinas,Pix,6481,False,949.7081999999999
7475,2025-01-13 13:05:55.000000000,Jaqueta J,Moda,323.03,4,0.1,1162.91,Brasília,Cartão de Crédito,6482,False,1162.908
7483,2025-01-13 15:55:53.000000000,Cadeira C,Móveis,1791.17,3,0.15,4567.48,Rio De Janeiro,Cartão de Débito,6483,False,4567.4835
7474,2025-01-13 17:02:02.000000000,Curso Online O,Educação,731.98,1,0.19,592.9,Recife,Cartão de Débito,6484,False,592.9038
7480,2025-01-13 18:43:18.000000000,Mesa F,Móveis,1613.02,2,0.15,2742.13,São Paulo,Cartão de Crédito,6485,False,2742.134
7497,2025-01-14 09:46:03.000000000,Calça K,Moda,355.99,4,0.2,1139.17,Recife,Pix,6486,False,1139.1680000000001
7489,2025-01-14 11:35:23.000000000,Camisa V,Moda,301.91,5,0.16,1268.02,Brasília,Pix,6487,False,1268.0220000000002
7510,2025-01-14 12:40:39.000000000,Fone X,Eletrônicos,2957.24,4,0.18,9699.75,Campinas,Boleto,6488,False,9699.7472
7503,2025-01-14 13:32:32.000000000,Fone C,Eletrônicos,1626.54,1,0.17,1350.03,Florianópolis,Pix,6489,False,1350.0282
7506,2025-01-14 13:48:09.000000000,Jaqueta P,Moda,346.61,2,0.09,630.83,Florianópolis,Boleto,6490,False,630.8302
7507,2025-01-14 14:04:36.000000000,Tênis Y,Moda,341.81,5,0.05,1623.6,Rio De Janeiro,Cartão de Débito,6491,False,1623.5974999999999
7494,2025-01-14 14:05:06.000000000,Curso Online O,Educação,731.98,5,0.16,3074.32,Fortaleza,Boleto,6492,False,3074.316
7496,2025-01-14 14:35:56.000000000,Mesa C,Móveis,1682.78,2,0.17,2793.41,Fortaleza,Pix,6493,False,2793.4148
7505,2025-01-14 14:49:31.000000000,Livro J,Livros,118.5,5,0.05,562.88,Florianópolis,Pix,6494,False,562.875
7488,2025-01-14 15:40:19.000000000,Cadeira C,Móveis,1791.17,5,0.1,8060.26,Salvador,Pix,6495,False,8060.265
7499,2025-01-14 15:42:45.000000000,Cafeteira J,Moda,1092.74,5,0.07,5081.24,Recife,Cartão de Débito,6496,False,5081.240999999999
7504,2025-01-14 15:55:05.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.07,5492.67,São Paulo,Cartão de Crédito,6497,False,5492.673
7508,2025-01-14 16:00:36.000000000,Cadeira D,Móveis,1723.34,1,0.2,1378.67,Florianópolis,Boleto,6498,False,1378.672
7492,2025-01-14 16:28:06.000000000,Curso Online O,Educação,731.98,5,0.0,3659.9,Recife,Cartão de Débito,6500,False,3659.9
7490,2025-01-14 16:44:26.000000000,Monitor R,Eletrônicos,2873.03,2,0.06,5401.3,Salvador,Cartão de Crédito,6501,False,5401.2964
7486,2025-01-14 16:45:05.000000000,Curso Online O,Educação,731.98,1,0.13,636.82,Fortaleza,Boleto,6502,False,636.8226
7509,2025-01-14 16:47:45.000000000,Curso Online B,Educação,706.69,1,0.01,699.62,Fortaleza,Boleto,6503,False,699.6231
7500,2025-01-14 18:37:22.000000000,Calça K,Moda,355.99,4,0.19,1153.41,Florianópolis,Pix,6504,False,1153.4076
7498,2025-01-14 19:07:39.000000000,Notebook S,Eletrônicos,2936.46,2,0.08,5403.09,Rio De Janeiro,Pix,6505,False,5403.0864
7493,2025-01-14 19:12:32.000000000,Mesa F,Móveis,1613.02,4,0.0,6452.08,Curitiba,Boleto,6506,False,6452.08
7487,2025-01-14 19:59:55.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.09,5184.27,Goiânia,Boleto,6507,False,5184.27
7491,2025-01-14 20:31:34.000000000,Notebook Y,Eletrônicos,2957.81,2,0.12,5205.75,Recife,Pix,6508,False,5205.7456
7495,2025-01-14 21:33:06.000000000,Notebook S,Eletrônicos,2936.46,5,0.11,13067.25,Campinas,Cartão de Crédito,6509,False,13067.247
7502,2025-01-14 21:38:27.000000000,Cadeira C,Móveis,1791.17,5,0.02,8776.73,Belo Horizonte,Cartão de Débito,6510,False,8776.733
7513,2025-01-15 07:16:07.000000000,Tênis Y,Moda,341.81,2,0.13,594.75,Rio De Janeiro,Boleto,6511,False,594.7494
7515,2025-01-15 08:02:26.000000000,Monitor W,Eletrônicos,2892.83,3,0.06,8157.78,Salvador,Cartão de Débito,6512,False,8157.780599999999
7523,2025-01-15 08:58:04.000000000,Camisa U,Moda,337.22,3,0.19,819.44,Fortaleza,Pix,6513,False,819.4446000000002
7518,2025-01-15 09:14:49.000000000,Mesa C,Móveis,1682.78,5,0.02,8245.62,Goiânia,Boleto,6514,False,8245.622
7511,2025-01-15 09:25:07.000000000,Monitor W,Eletrônicos,2892.83,2,0.0,5785.66,São Paulo,Cartão de Crédito,6515,False,5785.66
7512,2025-01-15 10:23:40.000000000,Tênis L,Moda,340.77,1,0.04,327.14,Goiânia,Pix,6516,False,327.13919999999996
7520,2025-01-15 11:41:52.000000000,Fone J,Eletrônicos,2617.74,1,0.17,2172.72,Brasília,Pix,6517,False,2172.7241999999997
7524,2025-01-15 13:37:02.000000000,Fone X,Eletrônicos,2957.24,1,0.17,2454.51,Rio De Janeiro,Cartão de Crédito,6518,False,2454.5091999999995
7516,2025-01-15 13:43:13.000000000,Calça K,Moda,355.99,2,0.18,583.82,Porto Alegre,Cartão de Débito,6519,False,583.8236
7521,2025-01-15 14:08:29.000000000,Jaqueta F,Moda,367.85,4,0.15,1250.69,Goiânia,Cartão de Débito,6520,False,1250.69
7519,2025-01-15 15:30:02.000000000,Camisa W,Moda,347.56,3,0.18,855.0,São Paulo,Cartão de Crédito,6521,False,854.9976000000001
7522,2025-01-15 16:21:21.000000000,Monitor Q,Eletrônicos,2776.1,3,0.06,7828.6,Fortaleza,Cartão de Débito,6522,False,7828.601999999999
7514,2025-01-15 16:22:29.000000000,Jaqueta F,Moda,367.85,6,0.07,342.1,Salvador,Pix,6523,False,2052.603
7525,2025-01-15 17:18:38.000000000,Livro F,Livros,123.97,2,0.01,245.46,Porto Alegre,Boleto,6524,False,245.4606
7517,2025-01-15 17:45:44.000000000,Jaqueta F,Moda,367.85,4,0.08,1353.69,Belo Horizonte,Cartão de Débito,6525,False,1353.688
7529,2025-01-16 08:07:10.000000000,Curso Online O,Educação,731.98,4,0.15,2488.73,Rio De Janeiro,Pix,6526,False,2488.732
7536,2025-01-16 08:44:06.000000000,Cadeira O,Móveis,1701.19,5,0.15,7230.06,Brasília,Pix,6527,False,7230.057500000001
7533,2025-01-16 10:36:43.000000000,Cafeteira J,Eletrodomésticos,1092.74,5,0.2,4370.96,Florianópolis,Boleto,6528,False,4370.96
7532,2025-01-16 10:57:06.000000000,Smartphone N,Eletrônicos,2795.97,3,0.04,8052.39,Porto Alegre,Cartão de Débito,6529,False,8052.393599999999
7528,2025-01-16 11:40:22.000000000,Livro F,Livros,123.97,3,1.0,368.19,Salvador,Pix,6530,False,0.0
7531,2025-01-16 11:58:59.000000000,Fone X,Eletrônicos,2957.24,2,0.06,5559.61,Campinas,Pix,6531,False,5559.611199999999
7538,2025-01-16 12:05:48.000000000,Cafeteira J,Eletrodomésticos,1092.74,2,0.18,1792.09,São Paulo,Pix,6532,False,1792.0936000000002
7535,2025-01-16 12:50:57.000000000,Calça K,Eletrodomésticos,355.99,1,0.05,338.19,Belo Horizonte,Boleto,6533,False,338.1905
7534,2025-01-16 13:51:08.000000000,Mesa C,Móveis,1682.78,1,0.09,1531.33,São Paulo,Cartão de Crédito,6534,False,1531.3298
7539,2025-01-16 14:54:02.000000000,Jaqueta P,Moda,346.61,3,0.02,1019.03,Curitiba,Cartão de Débito,6535,False,1019.0333999999999
7530,2025-01-16 16:43:01.000000000,Curso Online L,Educação,649.58,1,0.1,584.62,Florianópolis,Pix,6536,False,584.6220000000001
9484,2025-01-16 17:15:22.000000000,Curso Online B,Educação,706.69,5,0.19,2862.09,Rio De Janeiro,Pix,6537,False,2862.0945000000006
7537,2025-01-16 17:49:38.000000000,Curso Online O,Educação,731.98,3,0.2,1756.75,Goiânia,Cartão de Crédito,6538,False,1756.7520000000002
7527,2025-01-16 19:38:47.000000000,Calça M,Moda,359.68,2,0.13,625.84,Fortaleza,Cartão de Débito,6539,False,625.8432
7550,2025-01-17 01:39:51.000000000,Mesa F,Móveis,1613.02,2,0.04,3097.0,Florianópolis,Pix,6540,False,3096.9984
7546,2025-01-17 03:20:07.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.04,5669.86,Curitiba,Pix,6541,False,5669.856
7545,2025-01-17 07:29:46.000000000,Jaqueta F,Moda,367.85,1,0.02,360.49,São Paulo,Cartão de Crédito,6542,False,360.493
7541,2025-01-17 09:40:25.000000000,Calça C,Moda,326.14,5,0.17,1353.48,Fortaleza,Pix,6543,False,1353.4809999999998
7548,2025-01-17 09:58:59.000000000,Cadeira C,Móveis,1791.17,4,0.19,5803.39,Rio De Janeiro,Pix,6544,False,5803.390800000001
7542,2025-01-17 10:34:46.000000000,Smartphone N,Eletrônicos,2795.97,3,0.11,7465.24,São Paulo,Pix,6545,False,7465.2399
7553,2025-01-17 10:54:13.000000000,Fone C,Eletrônicos,1626.54,3,0.19,3952.49,Florianópolis,Boleto,6546,False,3952.4922
7551,2025-01-17 11:35:53.000000000,Jaqueta F,Moda,367.85,2,0.04,706.27,Rio De Janeiro,Pix,6547,False,706.272
7549,2025-01-17 16:44:56.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.15,2861.71,Fortaleza,Cartão de Crédito,6548,False,2861.712
7554,2025-01-17 17:43:55.000000000,Tênis L,Moda,340.77,4,0.19,1104.09,Fortaleza,Pix,6549,False,1104.0948
7540,2025-01-17 18:46:15.000000000,Calça K,Moda,355.99,4,0.02,1395.48,Brasília,Cartão de Débito,6550,False,1395.4808
7552,2025-01-17 19:34:54.000000000,Tênis L,Moda,340.77,2,0.12,599.76,Rio De Janeiro,Boleto,6551,False,599.7552
7543,2025-01-17 19:59:52.000000000,Livro F,Eletrodomésticos,123.97,2,0.09,225.63,Curitiba,Boleto,6552,False,225.6254
7547,2025-01-17 20:14:16.000000000,Curso Online O,Educação,731.98,2,0.07,1361.48,Brasília,Pix,6553,False,1361.4828
7544,2025-01-17 21:36:28.000000000,Jaqueta J,Moda,323.03,1,0.15,274.58,São Paulo,Boleto,6554,False,274.5755
7573,2025-01-18 00:32:34.000000000,Cafeteira M,Eletrodomésticos,1122.24,1,0.15,953.9,Porto Alegre,Cartão de Crédito,6555,False,953.904
7564,2025-01-18 05:53:39.000000000,Monitor Q,Eletrônicos,2776.1,1,0.03,2692.82,Fortaleza,Pix,6556,False,2692.817
7558,2025-01-18 06:16:50.000000000,Curso Online O,Educação,731.98,3,0.07,2042.22,Campinas,Cartão de Crédito,6557,False,2042.2241999999999
9484,2025-01-18 08:21:12.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.15,3087.31,Porto Alegre,Cartão de Débito,6558,False,3087.3105
7568,2025-01-18 09:18:39.000000000,Fone C,Eletrônicos,1626.54,1,0.03,1577.74,Brasília,Boleto,6559,False,1577.7438
7569,2025-01-18 09:26:42.000000000,Notebook H,Eletrônicos,2924.86,4,0.2,9359.55,Brasília,Boleto,6560,False,9359.552000000001
7572,2025-01-18 10:37:43.000000000,Calça M,Moda,359.68,3,0.06,1014.3,Salvador,Cartão de Crédito,6561,False,1014.2975999999999
7571,2025-01-18 12:15:10.000000000,Calça C,Moda,326.14,4,0.2,1043.65,Belo Horizonte,Pix,6562,False,1043.648
7570,2025-01-18 12:45:46.000000000,Curso Online L,Educação,649.58,5,0.17,2695.76,Campinas,Cartão de Débito,6563,False,2695.757
7561,2025-01-18 13:00:13.000000000,Jaqueta P,Moda,346.61,1,0.2,277.29,Brasília,Pix,6564,False,277.288
7560,2025-01-18 13:41:36.000000000,Monitor Q,Eletrônicos,2776.1,2,0.04,5330.11,Rio De Janeiro,Pix,6565,False,5330.112
7559,2025-01-18 14:16:48.000000000,Livro F,Livros,123.97,4,0.13,431.42,Brasília,Cartão de Crédito,6566,False,431.4156
7567,2025-01-18 14:33:00.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.17,3782.81,São Paulo,Boleto,6567,False,3782.808
7566,2025-01-18 14:48:27.000000000,Curso Online O,Educação,731.98,5,0.09,3330.51,Recife,Boleto,6568,False,3330.509
7555,2025-01-18 16:58:58.000000000,Curso Online B,Educação,706.69,1,0.03,685.49,Brasília,Cartão de Crédito,6569,False,685.4893000000001
7563,2025-01-18 18:18:32.000000000,Monitor R,Eletrônicos,2873.03,3,0.16,7240.04,São Paulo,Cartão de Débito,6570,False,7240.0356
7562,2025-01-18 18:30:43.000000000,Notebook H,Eletrônicos,2924.86,3,0.16,7370.65,São Paulo,Cartão de Débito,6571,False,7370.647199999999
7565,2025-01-18 19:27:32.000000000,Fone C,Eletrônicos,1626.54,1,0.01,1610.27,Campinas,Cartão de Débito,6572,False,1610.2746
7556,2025-01-18 20:34:22.000000000,Monitor Q,Eletrônicos,2776.1,3,0.01,8245.02,Salvador,Boleto,6573,False,8245.017
7585,2025-01-19 06:32:59.000000000,Calça M,Moda,359.68,1,0.17,298.53,Porto Alegre,Cartão de Débito,6574,False,298.5344
7586,2025-01-19 09:39:57.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.2,2834.93,Salvador,Pix,6575,False,2834.928
7584,2025-01-19 10:09:35.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.02,3299.39,Curitiba,Boleto,6576,False,3299.3856
7590,2025-01-19 11:35:50.000000000,Smartphone N,Eletrônicos,2795.97,2,0.07,5200.5,Campinas,Boleto,6577,False,5200.504199999999
7575,2025-01-19 12:59:22.000000000,Tênis L,Moda,340.77,5,0.2,1363.08,São Paulo,Cartão de Débito,6578,False,1363.08
7587,2025-01-19 13:02:18.000000000,Camisa U,Moda,337.22,1,0.11,300.13,Brasília,Pix,6579,False,300.1258
7576,2025-01-19 13:45:18.000000000,Notebook H,Eletrônicos,2924.86,5,0.07,13600.6,Salvador,Cartão de Débito,6580,False,13600.599
7577,2025-01-19 14:01:33.000000000,Notebook H,Eletrônicos,2924.86,4,0.09,10646.49,Recife,Cartão de Crédito,6581,False,10646.4904
7580,2025-01-19 14:05:25.000000000,Curso Online L,Educação,649.58,4,0.03,2520.37,Porto Alegre,Boleto,6582,False,2520.3704000000002
7582,2025-01-19 14:37:32.000000000,Fone J,Eletrônicos,2617.74,5,0.18,10732.73,Salvador,Cartão de Crédito,6583,False,10732.734
7579,2025-01-19 15:20:30.000000000,Tênis E,Moda,338.84,5,0.03,1643.37,Curitiba,Cartão de Crédito,6584,False,1643.3739999999998
7581,2025-01-19 15:20:34.000000000,Fone X,Eletrônicos,2957.24,3,0.07,8250.7,São Paulo,Pix,6585,False,8250.699599999998
7588,2025-01-19 16:01:10.000000000,Livro F,Livros,123.97,5,0.15,526.87,Campinas,Pix,6586,False,526.8725000000001
7591,2025-01-19 17:18:46.000000000,Notebook S,Eletrônicos,2936.46,2,0.19,4757.07,São Paulo,Cartão de Crédito,6587,False,4757.0652
7589,2025-01-19 17:51:52.000000000,Smartphone P,Eletrônicos,3165.38,1,0.15,2690.57,São Paulo,Pix,6588,False,2690.573
7574,2025-01-19 17:54:32.000000000,Fone J,Eletrônicos,2617.74,4,0.06,9842.7,Fortaleza,Boleto,6589,False,9842.702399999998
7583,2025-01-19 18:08:44.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.14,2895.38,Fortaleza,Cartão de Débito,6590,False,2895.3792000000003
7578,2025-01-19 19:16:06.000000000,Smartphone N,Eletrônicos,2795.97,1,0.1,2516.37,Fortaleza,Cartão de Crédito,6591,False,2516.373
7592,2025-01-20 09:10:42.000000000,Air Fryer F,Eletrodomésticos,1139.4,1,0.0,1139.4,Porto Alegre,Pix,6592,False,1139.4
7593,2025-01-20 11:02:42.000000000,Fone X,Eletrônicos,2957.24,3,0.03,8605.57,Campinas,Pix,6593,False,8605.568399999998
7614,2025-01-20 11:36:50.000000000,Air Fryer I,Eletrodomésticos,1210.71,2,0.08,2227.71,Fortaleza,Boleto,6594,False,2227.7064
7606,2025-01-20 12:09:04.000000000,Monitor W,Eletrônicos,2892.83,2,0.2,4628.53,Recife,Boleto,6595,False,4628.528
7598,2025-01-20 12:42:06.000000000,Monitor R,Eletrônicos,2873.03,6,0.0,8619.09,Goiânia,Boleto,6596,False,17238.18
7603,2025-01-20 13:10:11.000000000,Notebook S,Eletrônicos,2936.46,2,0.05,5579.27,Belo Horizonte,Cartão de Crédito,6597,False,5579.273999999999
7610,2025-01-20 13:24:48.000000000,Curso Online L,Educação,649.58,1,0.1,584.62,Campinas,Cartão de Débito,6598,False,584.6220000000001
7616,2025-01-20 13:35:41.000000000,Calça M,Moda,359.68,5,0.16,1510.66,Fortaleza,Boleto,6599,False,1510.656
7596,2025-01-20 14:38:09.000000000,Livro J,Livros,118.5,1,0.06,111.39,São Paulo,Cartão de Débito,6600,False,111.39
7594,2025-01-20 15:14:04.000000000,Jaqueta J,Moda,323.03,3,0.09,881.87,Goiânia,Pix,6601,False,881.8719
7605,2025-01-20 16:01:18.000000000,Cadeira C,Móveis,1791.17,5,0.2,7164.68,Salvador,Cartão de Débito,6602,False,7164.68
7602,2025-01-20 16:02:49.000000000,Jaqueta F,Moda,367.85,3,0.15,938.02,Porto Alegre,Pix,6603,False,938.0175000000002
7597,2025-01-20 16:03:15.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.16,5084.98,Fortaleza,Pix,6604,False,5084.982
7600,2025-01-20 16:42:49.000000000,Fone J,Eletrônicos,2617.74,3,0.01,7774.69,Campinas,Cartão de Débito,6605,False,7774.6878
7611,2025-01-20 16:49:04.000000000,Calça K,Moda,355.99,2,0.1,640.78,Belo Horizonte,Pix,6606,False,640.782
7599,2025-01-20 17:35:55.000000000,Smartphone P,Eletrônicos,3165.38,1,0.14,2722.23,Salvador,Boleto,6607,False,2722.2268
7608,2025-01-20 18:10:31.000000000,Cadeira O,Móveis,1701.19,1,0.02,1667.17,Belo Horizonte,Cartão de Crédito,6609,False,1667.1662000000001
7604,2025-01-20 18:18:31.000000000,Cafeteira M,Eletrodomésticos,1122.24,2,0.0,2244.48,São Paulo,Boleto,6610,False,2244.48
7615,2025-01-20 18:47:44.000000000,Jaqueta P,Moda,346.61,2,0.06,651.63,Recife,Boleto,6611,False,651.6268
7601,2025-01-20 19:15:13.000000000,Air Fryer C,Eletrodomésticos,1110.78,5,0.0,5553.9,Goiânia,Pix,6612,False,5553.9
7595,2025-01-20 19:19:23.000000000,Monitor W,Eletrônicos,2892.83,2,0.01,5727.8,Belo Horizonte,Boleto,6613,False,5727.8034
7612,2025-01-20 19:21:26.000000000,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Rio De Janeiro,Pix,6614,False,3025.3644
7613,2025-01-20 19:31:34.000000000,Smartphone N,Eletrônicos,2795.97,5,0.11,12442.07,Fortaleza,Cartão de Crédito,6615,False,12442.066499999999
7607,2025-01-20 20:11:12.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.17,5024.45,Campinas,Cartão de Crédito,6616,False,5024.4465
7629,2025-01-21 11:09:29.000000000,Livro J,Livros,118.5,3,0.14,305.73,Porto Alegre,Cartão de Débito,6617,False,305.73
7624,2025-01-21 11:22:37.000000000,Monitor W,Eletrônicos,2892.83,1,0.04,2777.12,Salvador,Cartão de Crédito,6618,False,2777.1168
7622,2025-01-21 11:50:17.000000000,Calça M,Moda,359.68,1,0.15,305.73,Fortaleza,Cartão de Débito,6619,False,305.728
7623,2025-01-21 12:19:33.000000000,Notebook H,Eletrônicos,2924.86,3,0.17,7282.9,Belo Horizonte,Cartão de Crédito,6620,False,7282.9014
7621,2025-01-21 12:45:25.000000000,Monitor W,Eletrônicos,2892.83,4,0.01,11455.61,Recife,Boleto,6621,False,11455.6068
7625,2025-01-21 14:15:28.000000000,Calça M,Moda,359.68,3,0.03,1046.67,Campinas,Pix,6622,False,1046.6688
7631,2025-01-21 15:14:25.000000000,Tênis L,Moda,340.77,2,0.13,592.94,Goiânia,Cartão de Crédito,6623,False,592.9398
7628,2025-01-21 16:29:09.000000000,Cadeira O,Móveis,1701.19,5,0.1,7655.36,Belo Horizonte,Cartão de Débito,6624,False,7655.3550000000005
7619,2025-01-21 17:03:41.000000000,Tênis L,Moda,340.77,2,0.03,661.09,Brasília,Boleto,6625,False,661.0938
7630,2025-01-21 17:04:25.000000000,Fone X,Eletrônicos,2957.24,3,0.04,8516.85,São Paulo,Pix,6626,False,8516.8512
7632,2025-01-21 18:13:56.000000000,Monitor Q,Eletrônicos,2776.1,2,0.2,4441.76,Curitiba,Cartão de Débito,6627,False,4441.76
7618,2025-01-21 18:51:36.000000000,Jaqueta F,Moda,367.85,1,0.14,316.35,Belo Horizonte,Cartão de Débito,6628,False,316.351
7627,2025-01-21 19:53:43.000000000,Jaqueta J,Moda,323.03,4,0.1,1162.91,Goiânia,Cartão de Débito,6629,False,1162.908
7617,2025-01-21 20:17:44.000000000,Tênis E,Moda,338.84,1,0.05,321.9,Porto Alegre,Cartão de Débito,6630,False,321.89799999999997
7626,2025-01-21 20:18:57.000000000,Air Fryer F,Eletrodomésticos,1139.4,2,0.11,2028.13,Goiânia,Pix,6631,False,2028.1320000000003
7620,2025-01-21 22:51:57.000000000,Livro A,Livros,124.86,2,0.18,204.77,Porto Alegre,Cartão de Débito,6632,False,204.77040000000002
7639,2025-01-22 00:45:10.000000000,Smartphone N,Eletrônicos,2795.97,1,0.14,2404.53,Fortaleza,Cartão de Crédito,6633,False,2404.5341999999996
7637,2025-01-22 03:56:02.000000000,Mesa R,Móveis,1692.0,2,0.13,2944.08,Salvador,Cartão de Débito,6634,False,2944.08
7633,2025-01-22 08:12:41.000000000,Fone J,Eletrônicos,2617.74,3,0.1,7067.9,São Paulo,Pix,6635,False,7067.897999999999
7640,2025-01-22 08:40:50.000000000,Livro J,Livros,118.5,1,0.12,104.28,Recife,Cartão de Crédito,6636,False,104.28
7638,2025-01-22 11:13:32.000000000,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Brasília,Boleto,6637,False,3025.3644
7646,2025-01-22 11:15:05.000000000,Livro F,Livros,123.97,2,0.04,238.02,Rio De Janeiro,Cartão de Débito,6638,False,238.02239999999998
7645,2025-01-22 12:05:44.000000000,Curso Online L,Educação,649.58,2,0.06,1221.21,Florianópolis,Pix,6639,False,1221.2104
7641,2025-01-22 12:07:41.000000000,Jaqueta P,Moda,346.61,2,0.07,644.69,Brasília,Pix,6640,False,644.6946
7648,2025-01-22 12:29:59.000000000,Livro F,Livros,123.97,4,0.1,446.29,Brasília,Cartão de Crédito,6641,False,446.29200000000003
7651,2025-01-22 13:19:16.000000000,Smartphone P,Eletrônicos,3165.38,3,0.11,8451.56,Recife,Pix,6642,False,8451.5646
7634,2025-01-22 13:28:37.000000000,Curso Online B,Educação,706.69,1,0.11,628.95,Goiânia,Cartão de Crédito,6643,False,628.9541
7647,2025-01-22 13:29:23.000000000,Cadeira O,Móveis,1701.19,4,0.02,6668.66,Salvador,Pix,6644,False,6668.6648000000005
7649,2025-01-22 14:30:59.000000000,Tênis Y,Moda,341.81,5,0.17,1418.51,Recife,Cartão de Crédito,6645,False,1418.5114999999998
7643,2025-01-22 14:54:45.000000000,Calça M,Moda,359.68,3,0.18,884.81,Fortaleza,Cartão de Crédito,6646,False,884.8128
