ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida
7457,2025-01-12 19:29:31.000000000,Notebook H,Eletrônicos,2924.86,3,0.17,7282.9,Florianópolis,Cartão de Débito,6470,False
7473,2025-01-12 19:55:26.000000000,Calça M,Moda,359.68,3,0.16,906.39,Campinas,Boleto,6471,False
7469,2025-01-12 21:24:24.000000000,Monitor W,Eletrônicos,2892.83,1,0.07,2690.33,Salvador,Cartão de Crédito,6472,False
7459,2025-01-12 22:29:41.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.14,2939.65,Curitiba,Cartão de Crédito,6473,False
7476,2025-01-13 10:24:30.000000000,Monitor W,Eletrônicos,2892.83,1,0.16,2429.98,Florianópolis,Pix,6474,False
7482,2025-01-13 11:17:59.000000000,Cadeira C,Móveis,1791.17,4,0.07,6663.15,Campinas,Pix,6475,False
7484,2025-01-13 11:28:39.000000000,Notebook Y,Eletrônicos,2957.81,4,0.13,10293.18,Campinas,Cartão de Débito,6476,False
7485,2025-01-13 11:29:34.000000000,Tênis Y,Moda,341.81,4,0.18,1121.14,Rio De Janeiro,Pix,6477,False
7479,2025-01-13 11:41:53.000000000,Cadeira C,Móveis,1791.17,1,0.08,1647.88,Florianópolis,Cartão de Crédito,6478,False
7478,2025-01-13 12:26:42.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.03,4420.87,Florianópolis,Cartão de Débito,6479,False
7477,2025-01-13 12:50:11.000000000,Cadeira C,Móveis,1791.17,5,0.08,8239.38,Recife,Cartão de Crédito,6480,False
7481,2025-01-13 13:03:28.000000000,Jaqueta J,Moda,323.03,3,0.02,949.71,Campinas,Pix,6481,False
7475,2025-01-13 13:05:55.000000000,Jaqueta J,Moda,323.03,4,0.1,1162.91,Brasília,Cartão de Crédito,6482,False
7483,2025-01-13 15:55:53.000000000,Cadeira C,Móveis,1791.17,3,0.15,4567.48,Rio De Janeiro,Cartão de Débito,6483,False
7474,2025-01-13 17:02:02.000000000,Curso Online O,Educação,731.98,1,0.19,592.9,Recife,Cartão de Débito,6484,False
7480,2025-01-13 18:43:18.000000000,Mesa F,Móveis,1613.02,2,0.15,2742.13,São Paulo,Cartão de Crédito,6485,False
7497,2025-01-14 09:46:03.000000000,Calça K,Moda,355.99,4,0.2,1139.17,Recife,Pix,6486,False
7489,2025-01-14 11:35:23.000000000,Camisa V,Moda,301.91,5,0.16,1268.02,Brasília,Pix,6487,False
7510,2025-01-14 12:40:39.000000000,Fone X,Eletrônicos,2957.24,4,0.18,9699.75,Campinas,Boleto,6488,False
7503,2025-01-14 13:32:32.000000000,Fone C,Eletrônicos,1626.54,1,0.17,1350.03,Florianópolis,Pix,6489,False
7506,2025-01-14 13:48:09.000000000,Jaqueta P,Moda,346.61,2,0.09,630.83,Florianópolis,Boleto,6490,False
7507,2025-01-14 14:04:36.000000000,Tênis Y,Moda,341.81,5,0.05,1623.6,Rio De Janeiro,Cartão de Débito,6491,False
7494,2025-01-14 14:05:06.000000000,Curso Online O,Educação,731.98,5,0.16,3074.32,Fortaleza,Boleto,6492,False
7496,2025-01-14 14:35:56.000000000,Mesa C,Móveis,1682.78,2,0.17,2793.41,Fortaleza,Pix,6493,False
7505,2025-01-14 14:49:31.000000000,Livro J,Livros,118.5,5,0.05,562.88,Florianópolis,Pix,6494,False
7488,2025-01-14 15:40:19.000000000,Cadeira C,Móveis,1791.17,5,0.1,8060.26,Salvador,Pix,6495,False
7499,2025-01-14 15:42:45.000000000,Cafeteira J,Moda,1092.74,5,0.07,5081.24,Recife,Cartão de Débito,6496,False
7504,2025-01-14 15:55:05.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.07,5492.67,São Paulo,Cartão de Crédito,6497,False
7508,2025-01-14 16:00:36.000000000,Cadeira D,Móveis,1723.34,1,0.2,1378.67,Florianópolis,Boleto,6498,False
7501,2025-01-14 16:22:01.000000000,Camisa U,Moda,337.22,-1,0.01,667.7,Brasília,Cartão de Crédito,6499,True
7492,2025-01-14 16:28:06.000000000,Curso Online O,Educação,731.98,5,0.0,3659.9,Recife,Cartão de Débito,6500,False
7490,2025-01-14 16:44:26.000000000,Monitor R,Eletrônicos,2873.03,2,0.06,5401.3,Salvador,Cartão de Crédito,6501,False
7486,2025-01-14 16:45:05.000000000,Curso Online O,Educação,731.98,1,0.13,636.82,Fortaleza,Boleto,6502,False
7509,2025-01-14 16:47:45.000000000,Curso Online B,Educação,706.69,1,0.01,699.62,Fortaleza,Boleto,6503,False
7500,2025-01-14 18:37:22.000000000,Calça K,Moda,355.99,4,0.19,1153.41,Florianópolis,Pix,6504,False
7498,2025-01-14 19:07:39.000000000,Notebook S,Eletrônicos,2936.46,2,0.08,5403.09,Rio De Janeiro,Pix,6505,False
7493,2025-01-14 19:12:32.000000000,Mesa F,Móveis,1613.02,4,0.0,6452.08,Curitiba,Boleto,6506,False
7487,2025-01-14 19:59:55.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.09,5184.27,Goiânia,Boleto,6507,False
7491,2025-01-14 20:31:34.000000000,Notebook Y,Eletrônicos,2957.81,2,0.12,5205.75,Recife,Pix,6508,False
7495,2025-01-14 21:33:06.000000000,Notebook S,Eletrônicos,2936.46,5,0.11,13067.25,Campinas,Cartão de Crédito,6509,False
7502,2025-01-14 21:38:27.000000000,Cadeira C,Móveis,1791.17,5,0.02,8776.73,Belo Horizonte,Cartão de Débito,6510,False
7513,2025-01-15 07:16:07.000000000,Tênis Y,Moda,341.81,2,0.13,594.75,Rio De Janeiro,Boleto,6511,False
7515,2025-01-15 08:02:26.000000000,Monitor W,Eletrônicos,2892.83,3,0.06,8157.78,Salvador,Cartão de Débito,6512,False
7523,2025-01-15 08:58:04.000000000,Camisa U,Moda,337.22,3,0.19,819.44,Fortaleza,Pix,6513,False
7518,2025-01-15 09:14:49.000000000,Mesa C,Móveis,1682.78,5,0.02,8245.62,Goiânia,Boleto,6514,False
7511,2025-01-15 09:25:07.000000000,Monitor W,Eletrônicos,2892.83,2,0.0,5785.66,São Paulo,Cartão de Crédito,6515,False
7512,2025-01-15 10:23:40.000000000,Tênis L,Moda,340.77,1,0.04,327.14,Goiânia,Pix,6516,False
7520,2025-01-15 11:41:52.000000000,Fone J,Eletrônicos,2617.74,1,0.17,2172.72,Brasília,Pix,6517,False
7524,2025-01-15 13:37:02.000000000,Fone X,Eletrônicos,2957.24,1,0.17,2454.51,Rio De Janeiro,Cartão de Crédito,6518,False
7516,2025-01-15 13:43:13.000000000,Calça K,Moda,355.99,2,0.18,583.82,Porto Alegre,Cartão de Débito,6519,False
7521,2025-01-15 14:08:29.000000000,Jaqueta F,Moda,367.85,4,0.15,1250.69,Goiânia,Cartão de Débito,6520,False
7519,2025-01-15 15:30:02.000000000,Camisa W,Moda,347.56,3,0.18,855.0,São Paulo,Cartão de Crédito,6521,False
7522,2025-01-15 16:21:21.000000000,Monitor Q,Eletrônicos,2776.1,3,0.06,7828.6,Fortaleza,Cartão de Débito,6522,False
7514,2025-01-15 16:22:29.000000000,Jaqueta F,Moda,367.85,6,0.07,342.1,Salvador,Pix,6523,False
7525,2025-01-15 17:18:38.000000000,Livro F,Livros,123.97,2,0.01,245.46,Porto Alegre,Boleto,6524,False
7517,2025-01-15 17:45:44.000000000,Jaqueta F,Moda,367.85,4,0.08,1353.69,Belo Horizonte,Cartão de Débito,6525,False
7529,2025-01-16 08:07:10.000000000,Curso Online O,Educação,731.98,4,0.15,2488.73,Rio De Janeiro,Pix,6526,False
7536,2025-01-16 08:44:06.000000000,Cadeira O,Móveis,1701.19,5,0.15,7230.06,Brasília,Pix,6527,False
7533,2025-01-16 10:36:43.000000000,Cafeteira J,Eletrodomésticos,1092.74,5,0.2,4370.96,Florianópolis,Boleto,6528,False
7532,2025-01-16 10:57:06.000000000,Smartphone N,Eletrônicos,2795.97,3,0.04,8052.39,Porto Alegre,Cartão de Débito,6529,False
7528,2025-01-16 11:40:22.000000000,Livro F,Livros,123.97,3,1.0,368.19,Salvador,Pix,6530,False
7531,2025-01-16 11:58:59.000000000,Fone X,Eletrônicos,2957.24,2,0.06,5559.61,Campinas,Pix,6531,False
7538,2025-01-16 12:05:48.000000000,Cafeteira J,Eletrodomésticos,1092.74,2,0.18,1792.09,São Paulo,Pix,6532,False
7535,2025-01-16 12:50:57.000000000,Calça K,Eletrodomésticos,355.99,1,0.05,338.19,Belo Horizonte,Boleto,6533,False
7534,2025-01-16 13:51:08.000000000,Mesa C,Móveis,1682.78,1,0.09,1531.33,São Paulo,Cartão de Crédito,6534,False
7539,2025-01-16 14:54:02.000000000,Jaqueta P,Moda,346.61,3,0.02,1019.03,Curitiba,Cartão de Débito,6535,False
7530,2025-01-16 16:43:01.000000000,Curso Online L,Educação,649.58,1,0.1,584.62,Florianópolis,Pix,6536,False
9484,2025-01-16 17:15:22.000000000,Curso Online B,Educação,706.69,5,0.19,2862.09,Rio De Janeiro,Pix,6537,False
7537,2025-01-16 17:49:38.000000000,Curso Online O,Educação,731.98,3,0.2,1756.75,Goiânia,Cartão de Crédito,6538,False
7527,2025-01-16 19:38:47.000000000,Calça M,Moda,359.68,2,0.13,625.84,Fortaleza,Cartão de Débito,6539,False
7550,2025-01-17 01:39:51.000000000,Mesa F,Móveis,1613.02,2,0.04,3097.0,Florianópolis,Pix,6540,False
7546,2025-01-17 03:20:07.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.04,5669.86,Curitiba,Pix,6541,False
7545,2025-01-17 07:29:46.000000000,Jaqueta F,Moda,367.85,1,0.02,360.49,São Paulo,Cartão de Crédito,6542,False
7541,2025-01-17 09:40:25.000000000,Calça C,Moda,326.14,5,0.17,1353.48,Fortaleza,Pix,6543,False
7548,2025-01-17 09:58:59.000000000,Cadeira C,Móveis,1791.17,4,0.19,5803.39,Rio De Janeiro,Pix,6544,False
7542,2025-01-17 10:34:46.000000000,Smartphone N,Eletrônicos,2795.97,3,0.11,7465.24,São Paulo,Pix,6545,False
7553,2025-01-17 10:54:13.000000000,Fone C,Eletrônicos,1626.54,3,0.19,3952.49,Florianópolis,Boleto,6546,False
7551,2025-01-17 11:35:53.000000000,Jaqueta F,Moda,367.85,2,0.04,706.27,Rio De Janeiro,Pix,6547,False
7549,2025-01-17 16:44:56.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.15,2861.71,Fortaleza,Cartão de Crédito,6548,False
7554,2025-01-17 17:43:55.000000000,Tênis L,Moda,340.77,4,0.19,1104.09,Fortaleza,Pix,6549,False
7540,2025-01-17 18:46:15.000000000,Calça K,Moda,355.99,4,0.02,1395.48,Brasília,Cartão de Débito,6550,False
7552,2025-01-17 19:34:54.000000000,Tênis L,Moda,340.77,2,0.12,599.76,Rio De Janeiro,Boleto,6551,False
7543,2025-01-17 19:59:52.000000000,Livro F,Eletrodomésticos,123.97,2,0.09,225.63,Curitiba,Boleto,6552,False
7547,2025-01-17 20:14:16.000000000,Curso Online O,Educação,731.98,2,0.07,1361.48,Brasília,Pix,6553,False
7544,2025-01-17 21:36:28.000000000,Jaqueta J,Moda,323.03,1,0.15,274.58,São Paulo,Boleto,6554,False
7573,2025-01-18 00:32:34.000000000,Cafeteira M,Eletrodomésticos,1122.24,1,0.15,953.9,Porto Alegre,Cartão de Crédito,6555,False
7564,2025-01-18 05:53:39.000000000,Monitor Q,Eletrônicos,2776.1,1,0.03,2692.82,Fortaleza,Pix,6556,False
7558,2025-01-18 06:16:50.000000000,Curso Online O,Educação,731.98,3,0.07,2042.22,Campinas,Cartão de Crédito,6557,False
9484,2025-01-18 08:21:12.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.15,3087.31,Porto Alegre,Cartão de Débito,6558,False
7568,2025-01-18 09:18:39.000000000,Fone C,Eletrônicos,1626.54,1,0.03,1577.74,Brasília,Boleto,6559,False
7569,2025-01-18 09:26:42.000000000,Notebook H,Eletrônicos,2924.86,4,0.2,9359.55,Brasília,Boleto,6560,False
7572,2025-01-18 10:37:43.000000000,Calça M,Moda,359.68,3,0.06,1014.3,Salvador,Cartão de Crédito,6561,False
7571,2025-01-18 12:15:10.000000000,Calça C,Moda,326.14,4,0.2,1043.65,Belo Horizonte,Pix,6562,False
7570,2025-01-18 12:45:46.000000000,Curso Online L,Educação,649.58,5,0.17,2695.76,Campinas,Cartão de Débito,6563,False
7561,2025-01-18 13:00:13.000000000,Jaqueta P,Moda,346.61,1,0.2,277.29,Brasília,Pix,6564,False
7560,2025-01-18 13:41:36.000000000,Monitor Q,Eletrônicos,2776.1,2,0.04,5330.11,Rio De Janeiro,Pix,6565,False
7559,2025-01-18 14:16:48.000000000,Livro F,Livros,123.97,4,0.13,431.42,Brasília,Cartão de Crédito,6566,False
7567,2025-01-18 14:33:00.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.17,3782.81,São Paulo,Boleto,6567,False
7566,2025-01-18 14:48:27.000000000,Curso Online O,Educação,731.98,5,0.09,3330.51,Recife,Boleto,6568,False
7555,2025-01-18 16:58:58.000000000,Curso Online B,Educação,706.69,1,0.03,685.49,Brasília,Cartão de Crédito,6569,False
7563,2025-01-18 18:18:32.000000000,Monitor R,Eletrônicos,2873.03,3,0.16,7240.04,São Paulo,Cartão de Débito,6570,False
7562,2025-01-18 18:30:43.000000000,Notebook H,Eletrônicos,2924.86,3,0.16,7370.65,São Paulo,Cartão de Débito,6571,False
7565,2025-01-18 19:27:32.000000000,Fone C,Eletrônicos,1626.54,1,0.01,1610.27,Campinas,Cartão de Débito,6572,False
7556,2025-01-18 20:34:22.000000000,Monitor Q,Eletrônicos,2776.1,3,0.01,8245.02,Salvador,Boleto,6573,False
7585,2025-01-19 06:32:59.000000000,Calça M,Moda,359.68,1,0.17,298.53,Porto Alegre,Cartão de Débito,6574,False
7586,2025-01-19 09:39:57.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.2,2834.93,Salvador,Pix,6575,False
7584,2025-01-19 10:09:35.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.02,3299.39,Curitiba,Boleto,6576,False
7590,2025-01-19 11:35:50.000000000,Smartphone N,Eletrônicos,2795.97,2,0.07,5200.5,Campinas,Boleto,6577,False
7575,2025-01-19 12:59:22.000000000,Tênis L,Moda,340.77,5,0.2,1363.08,São Paulo,Cartão de Débito,6578,False
7587,2025-01-19 13:02:18.000000000,Camisa U,Moda,337.22,1,0.11,300.13,Brasília,Pix,6579,False
7576,2025-01-19 13:45:18.000000000,Notebook H,Eletrônicos,2924.86,5,0.07,13600.6,Salvador,Cartão de Débito,6580,False
7577,2025-01-19 14:01:33.000000000,Notebook H,Eletrônicos,2924.86,4,0.09,10646.49,Recife,Cartão de Crédito,6581,False
7580,2025-01-19 14:05:25.000000000,Curso Online L,Educação,649.58,4,0.03,2520.37,Porto Alegre,Boleto,6582,False
7582,2025-01-19 14:37:32.000000000,Fone J,Eletrônicos,2617.74,5,0.18,10732.73,Salvador,Cartão de Crédito,6583,False
7579,2025-01-19 15:20:30.000000000,Tênis E,Moda,338.84,5,0.03,1643.37,Curitiba,Cartão de Crédito,6584,False
7581,2025-01-19 15:20:34.000000000,Fone X,Eletrônicos,2957.24,3,0.07,8250.7,São Paulo,Pix,6585,False
7588,2025-01-19 16:01:10.000000000,Livro F,Livros,123.97,5,0.15,526.87,Campinas,Pix,6586,False
7591,2025-01-19 17:18:46.000000000,Notebook S,Eletrônicos,2936.46,2,0.19,4757.07,São Paulo,Cartão de Crédito,6587,False
7589,2025-01-19 17:51:52.000000000,Smartphone P,Eletrônicos,3165.38,1,0.15,2690.57,São Paulo,Pix,6588,False
7574,2025-01-19 17:54:32.000000000,Fone J,Eletrônicos,2617.74,4,0.06,9842.7,Fortaleza,Boleto,6589,False
7583,2025-01-19 18:08:44.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.14,2895.38,Fortaleza,Cartão de Débito,6590,False
7578,2025-01-19 19:16:06.000000000,Smartphone N,Eletrônicos,2795.97,1,0.1,2516.37,Fortaleza,Cartão de Crédito,6591,False
7592,2025-01-20 09:10:42.000000000,Air Fryer F,Eletrodomésticos,1139.4,1,0.0,1139.4,Porto Alegre,Pix,6592,False
7593,2025-01-20 11:02:42.000000000,Fone X,Eletrônicos,2957.24,3,0.03,8605.57,Campinas,Pix,6593,False
7614,2025-01-20 11:36:50.000000000,Air Fryer I,Eletrodomésticos,1210.71,2,0.08,2227.71,Fortaleza,Boleto,6594,False
7606,2025-01-20 12:09:04.000000000,Monitor W,Eletrônicos,2892.83,2,0.2,4628.53,Recife,Boleto,6595,False
7598,2025-01-20 12:42:06.000000000,Monitor R,Eletrônicos,2873.03,6,0.0,8619.09,Goiânia,Boleto,6596,False
7603,2025-01-20 13:10:11.000000000,Notebook S,Eletrônicos,2936.46,2,0.05,5579.27,Belo Horizonte,Cartão de Crédito,6597,False
7610,2025-01-20 13:24:48.000000000,Curso Online L,Educação,649.58,1,0.1,584.62,Campinas,Cartão de Débito,6598,False
7616,2025-01-20 13:35:41.000000000,Calça M,Moda,359.68,5,0.16,1510.66,Fortaleza,Boleto,6599,False
7596,2025-01-20 14:38:09.000000000,Livro J,Livros,118.5,1,0.06,111.39,São Paulo,Cartão de Débito,6600,False
7594,2025-01-20 15:14:04.000000000,Jaqueta J,Moda,323.03,3,0.09,881.87,Goiânia,Pix,6601,False
7605,2025-01-20 16:01:18.000000000,Cadeira C,Móveis,1791.17,5,0.2,7164.68,Salvador,Cartão de Débito,6602,False
7602,2025-01-20 16:02:49.000000000,Jaqueta F,Moda,367.85,3,0.15,938.02,Porto Alegre,Pix,6603,False
7597,2025-01-20 16:03:15.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.16,5084.98,Fortaleza,Pix,6604,False
7600,2025-01-20 16:42:49.000000000,Fone J,Eletrônicos,2617.74,3,0.01,7774.69,Campinas,Cartão de Débito,6605,False
7611,2025-01-20 16:49:04.000000000,Calça K,Moda,355.99,2,0.1,640.78,Belo Horizonte,Pix,6606,False
7599,2025-01-20 17:35:55.000000000,Smartphone P,Eletrônicos,3165.38,1,0.14,2722.23,Salvador,Boleto,6607,False
7609,2025-01-20 17:58:42.000000000,Curso Online O,Educação,731.98,-1,0.12,3220.71,Recife,Pix,6608,True
7608,2025-01-20 18:10:31.000000000,Cadeira O,Móveis,1701.19,1,0.02,1667.17,Belo Horizonte,Cartão de Crédito,6609,False
7604,2025-01-20 18:18:31.000000000,Cafeteira M,Eletrodomésticos,1122.24,2,0.0,2244.48,São Paulo,Boleto,6610,False
7615,2025-01-20 18:47:44.000000000,Jaqueta P,Moda,346.61,2,0.06,651.63,Recife,Boleto,6611,False
7601,2025-01-20 19:15:13.000000000,Air Fryer C,Eletrodomésticos,1110.78,5,0.0,5553.9,Goiânia,Pix,6612,False
7595,2025-01-20 19:19:23.000000000,Monitor W,Eletrônicos,2892.83,2,0.01,5727.8,Belo Horizonte,Boleto,6613,False
7612,2025-01-20 19:21:26.000000000,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Rio De Janeiro,Pix,6614,False
7613,2025-01-20 19:31:34.000000000,Smartphone N,Eletrônicos,2795.97,5,0.11,12442.07,Fortaleza,Cartão de Crédito,6615,False
7607,2025-01-20 20:11:12.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.17,5024.45,Campinas,Cartão de Crédito,6616,False
7629,2025-01-21 11:09:29.000000000,Livro J,Livros,118.5,3,0.14,305.73,Porto Alegre,Cartão de Débito,6617,False
7624,2025-01-21 11:22:37.000000000,Monitor W,Eletrônicos,2892.83,1,0.04,2777.12,Salvador,Cartão de Crédito,6618,False
7622,2025-01-21 11:50:17.000000000,Calça M,Moda,359.68,1,0.15,305.73,Fortaleza,Cartão de Débito,6619,False
7623,2025-01-21 12:19:33.000000000,Notebook H,Eletrônicos,2924.86,3,0.17,7282.9,Belo Horizonte,Cartão de Crédito,6620,False
7621,2025-01-21 12:45:25.000000000,Monitor W,Eletrônicos,2892.83,4,0.01,11455.61,Recife,Boleto,6621,False
7625,2025-01-21 14:15:28.000000000,Calça M,Moda,359.68,3,0.03,1046.67,Campinas,Pix,6622,False
7631,2025-01-21 15:14:25.000000000,Tênis L,Moda,340.77,2,0.13,592.94,Goiânia,Cartão de Crédito,6623,False
7628,2025-01-21 16:29:09.000000000,Cadeira O,Móveis,1701.19,5,0.1,7655.36,Belo Horizonte,Cartão de Débito,6624,False
7619,2025-01-21 17:03:41.000000000,Tênis L,Moda,340.77,2,0.03,661.09,Brasília,Boleto,6625,False
7630,2025-01-21 17:04:25.000000000,Fone X,Eletrônicos,2957.24,3,0.04,8516.85,São Paulo,Pix,6626,False
7632,2025-01-21 18:13:56.000000000,Monitor Q,Eletrônicos,2776.1,2,0.2,4441.76,Curitiba,Cartão de Débito,6627,False
7618,2025-01-21 18:51:36.000000000,Jaqueta F,Moda,367.85,1,0.14,316.35,Belo Horizonte,Cartão de Débito,6628,False
7627,2025-01-21 19:53:43.000000000,Jaqueta J,Moda,323.03,4,0.1,1162.91,Goiânia,Cartão de Débito,6629,False
7617,2025-01-21 20:17:44.000000000,Tênis E,Moda,338.84,1,0.05,321.9,Porto Alegre,Cartão de Débito,6630,False
7626,2025-01-21 20:18:57.000000000,Air Fryer F,Eletrodomésticos,1139.4,2,0.11,2028.13,Goiânia,Pix,6631,False
7620,2025-01-21 22:51:57.000000000,Livro A,Livros,124.86,2,0.18,204.77,Porto Alegre,Cartão de Débito,6632,False
7639,2025-01-22 00:45:10.000000000,Smartphone N,Eletrônicos,2795.97,1,0.14,2404.53,Fortaleza,Cartão de Crédito,6633,False
7637,2025-01-22 03:56:02.000000000,Mesa R,Móveis,1692.0,2,0.13,2944.08,Salvador,Cartão de Débito,6634,False
7633,2025-01-22 08:12:41.000000000,Fone J,Eletrônicos,2617.74,3,0.1,7067.9,São Paulo,Pix,6635,False
7640,2025-01-22 08:40:50.000000000,Livro J,Livros,118.5,1,0.12,104.28,Recife,Cartão de Crédito,6636,False
7638,2025-01-22 11:13:32.000000000,Fone C,Eletrônicos,1626.54,2,0.07,3025.36,Brasília,Boleto,6637,False
7646,2025-01-22 11:15:05.000000000,Livro F,Livros,123.97,2,0.04,238.02,Rio De Janeiro,Cartão de Débito,6638,False
7645,2025-01-22 12:05:44.000000000,Curso Online L,Educação,649.58,2,0.06,1221.21,Florianópolis,Pix,6639,False
7641,2025-01-22 12:07:41.000000000,Jaqueta P,Moda,346.61,2,0.07,644.69,Brasília,Pix,6640,False
7648,2025-01-22 12:29:59.000000000,Livro F,Livros,123.97,4,0.1,446.29,Brasília,Cartão de Crédito,6641,False
7651,2025-01-22 13:19:16.000000000,Smartphone P,Eletrônicos,3165.38,3,0.11,8451.56,Recife,Pix,6642,False
7634,2025-01-22 13:28:37.000000000,Curso Online B,Educação,706.69,1,0.11,628.95,Goiânia,Cartão de Crédito,6643,False
7647,2025-01-22 13:29:23.000000000,Cadeira O,Móveis,1701.19,4,0.02,6668.66,Salvador,Pix,6644,False
7649,2025-01-22 14:30:59.000000000,Tênis Y,Moda,341.81,5,0.17,1418.51,Recife,Cartão de Crédito,6645,False
7643,2025-01-22 14:54:45.000000000,Calça M,Moda,359.68,3,0.18,884.81,Fortaleza,Cartão de Crédito,6646,False
7642,2025-01-22 16:52:04.000000000,Tênis E,Moda,338.84,5,0.17,1406.19,Brasília,Boleto,6647,False
7652,2025-01-22 17:35:06.000000000,Smartphone P,Eletrônicos,3165.38,5,0.03,15352.09,Salvador,Cartão de Débito,6648,False
7636,2025-01-22 18:36:28.000000000,Livro J,Livros,118.5,4,0.04,455.04,Curitiba,Cartão de Crédito,6649,False
7650,2025-01-22 18:58:19.000000000,Jaqueta F,Moda,367.85,4,0.07,1368.4,Brasília,Pix,6650,False
7644,2025-01-22 20:30:07.000000000,Calça K,Moda,355.99,3,0.15,907.77,Goiânia,Boleto,6651,False
7635,2025-01-22 20:33:09.000000000,Curso Online L,Educação,649.58,2,0.12,1143.26,São Paulo,Cartão de Crédito,6652,False
7661,2025-01-23 06:42:48.000000000,Fone C,Eletrônicos,1626.54,1,0.05,1545.21,São Paulo,Boleto,6653,False
7653,2025-01-23 09:57:29.000000000,Camisa V,Moda,301.91,2,0.06,567.59,Brasília,Cartão de Crédito,6654,False
7662,2025-01-23 10:05:05.000000000,Calça K,Moda,355.99,2,0.15,605.18,Fortaleza,Cartão de Débito,6655,False
7656,2025-01-23 11:06:15.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.03,3437.35,Rio De Janeiro,Pix,6656,False
7664,2025-01-23 11:43:17.000000000,Fone C,Eletrônicos,1626.54,5,0.04,7807.39,Fortaleza,Cartão de Débito,6657,False
7660,2025-01-23 13:34:33.000000000,Mesa R,Móveis,1692.0,1,0.17,1404.36,Porto Alegre,Cartão de Débito,6658,False
7655,2025-01-23 14:07:45.000000000,Fone C,Eletrônicos,1626.54,3,0.01,4830.82,Florianópolis,Cartão de Crédito,6659,False
7657,2025-01-23 14:47:50.000000000,Tênis E,Moda,338.84,3,0.11,904.7,Goiânia,Boleto,6660,False
7667,2025-01-23 15:34:21.000000000,Cafeteira L,Eletrodomésticos,1181.22,2,0.14,2031.7,Recife,Pix,6661,False
7668,2025-01-23 15:38:38.000000000,Monitor Q,Moda,2776.1,2,0.09,5052.5,Porto Alegre,Cartão de Débito,6662,False
7665,2025-01-23 15:45:49.000000000,Mesa C,Móveis,1682.78,4,0.16,5654.14,Rio De Janeiro,Pix,6663,False
7669,2025-01-23 16:04:37.000000000,Jaqueta P,Moda,346.61,1,0.03,336.21,São Paulo,Cartão de Débito,6664,False
7663,2025-01-23 18:03:56.000000000,Curso Online O,Educação,731.98,2,0.02,1434.68,Belo Horizonte,Cartão de Crédito,6665,False
7659,2025-01-23 18:33:16.000000000,Cadeira C,Móveis,1791.17,2,0.12,3152.46,Goiânia,Cartão de Débito,6666,False
7658,2025-01-23 18:54:50.000000000,Jaqueta J,Moda,323.03,4,0.12,1137.07,Curitiba,Pix,6667,False
7654,2025-01-23 19:49:39.000000000,Air Fryer F,Eletrodomésticos,1139.4,2,0.13,1982.56,Campinas,Cartão de Débito,6668,False
7666,2025-01-23 21:27:58.000000000,Mesa R,Móveis,1692.0,4,0.1,6091.2,Fortaleza,Boleto,6669,False
7674,2025-01-24 04:11:00.000000000,Mesa F,Móveis,1613.02,5,0.12,7097.29,Fortaleza,Boleto,6670,False
7694,2025-01-24 05:12:28.000000000,Jaqueta J,Moda,323.03,1,0.13,281.04,Florianópolis,Pix,6671,False
7684,2025-01-24 07:31:26.000000000,Notebook Y,Eletrônicos,2957.81,4,0.19,9583.3,Curitiba,Pix,6672,False
7688,2025-01-24 09:12:31.000000000,Livro A,Livros,124.86,2,0.2,199.78,Brasília,Boleto,6673,False
7691,2025-01-24 10:37:10.000000000,Tênis E,Moda,338.84,5,0.16,1423.13,Recife,Cartão de Crédito,6674,False
7670,2025-01-24 11:27:22.000000000,Jaqueta F,Moda,367.85,4,0.16,1235.98,Florianópolis,Pix,6675,False
7679,2025-01-24 11:30:35.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.06,5551.73,Florianópolis,Pix,6676,False
7672,2025-01-24 11:49:11.000000000,Fone J,Eletrônicos,2617.74,4,0.0,10470.96,Belo Horizonte,Boleto,6677,False
7678,2025-01-24 11:51:46.000000000,Calça C,Moda,326.14,4,0.06,1226.29,Curitiba,Boleto,6678,False
7692,2025-01-24 12:26:39.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.01,5640.03,Campinas,Cartão de Débito,6679,False
7671,2025-01-24 12:26:54.000000000,Fone J,Eletrônicos,2617.74,1,0.13,2277.43,Curitiba,Cartão de Débito,6680,False
