ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento
7909,2025-02-06 17:00:03.000000000,Monitor Q,Eletrônicos,2776.1,5,0.08,12770.06, Curitiba ,Cartão de Crédito
7910,2025-02-06 17:32:11.000000000,Monitor W,Eletrônicos,2892.83,4,0.12,10182.76,Fortaleza,Cartão de Crédito
7919,2025-02-06 18:57:26.000000000,Livro J,Livros ,118.5,3,0.11,316.4,Brasília,Cartão de Crédito
7920,2025-02-06 21:08:49.000000000,Calça K,Moda,355.99,2,0.15,605.18,Rio de Janeiro,Pix
7922,2025-02-07 09:51:01.000000000,Notebook H,Eletrônicos,2924.86,3,0.0,8774.58,Porto Alegre,Cartão de Débito
7926,2025-02-07 10:06:20.000000000,Fone X,Eletrônicos,2957.24,1,0.02,2898.1,São Paulo,Cartão de Débito
7923,2025-02-07 10:25:31.000000000,Jaqueta F,Moda,367.85,2,0.02,720.99,Fortaleza,Pix
7934,2025-02-07 10:44:14.000000000,Curso Online O,Educação,731.98,1,0.2,585.58,Rio de Janeiro,Cartão de Débito
7929,2025-02-07 12:46:14.000000000,Monitor W,Eletrônicos,2892.83,1,0.0,2892.83,Brasília,Cartão de Crédito
7928,2025-02-07 13:30:15.000000000,Camisa U,Moda,337.22,2,0.03,654.21,Rio de Janeiro,Cartão de Crédito
7930,2025-02-07 13:55:50.000000000,Air Fryer I,Eletrodomésticos ,1210.71,2,0.19,1961.35,Belo Horizonte,Pix
7933,2025-02-07 15:23:40.000000000,Air Fryer I,Eletrodomésticos,1210.71,1,0.2,968.57,Porto Alegre,Cartão de Crédito
7921,2025-02-07 15:24:54.000000000,Tênis Y,Moda,341.81,1,0.04,328.14,Brasília,Pix
7925,2025-02-07 15:34:15.000000000,Fone X,Eletrônicos ,2957.24,2,0.11,5263.89, Recife ,Cartão de Crédito
7927,2025-02-07 16:21:16.000000000,Jaqueta P,Moda,346.61,2,0.13,603.1,Campinas,Cartão de Crédito
7932,2025-02-07 17:57:33.000000000,Camisa V,Moda,301.91,2,0.18,495.13,Curitiba,Pix
7931,2025-02-07 19:44:49.000000000,Smartphone N,Eletrônicos,2795.97,2,0.07,5200.5,Recife,Cartão de Débito
7924,2025-02-07 20:19:24.000000000,Tênis L,Moda,340.77,5,0.05,1618.66,Brasília,Pix
7940,2025-02-08 06:38:56.000000000,Jaqueta J,Moda,323.03,2,0.16,542.69,São Paulo,Cartão de Crédito
7938,2025-02-08 12:09:44.000000000,Mesa F,Móveis,1613.02,1,0.12,1419.46,Salvador,Pix
7939,2025-02-08 12:47:44.000000000,Curso Online L,Educação,649.58,4,0.03,2520.37,São Paulo,Cartão de Crédito
7948,2025-02-08 12:56:22.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.01,5847.04,Campinas,Cartão de Débito
7946,2025-02-08 13:50:00.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.17,2837.11,Porto Alegre,Pix
7935,2025-02-08 13:51:15.000000000,Monitor W,Eletrônicos,2892.83,2,0.01,5727.8,Recife,Cartão de Crédito
7942,2025-02-08 16:11:52.000000000,Air Fryer C,Eletrodomésticos,1110.78,5,0.06,5220.67,São Paulo,Cartão de Débito
7937,2025-02-08 16:26:54.000000000,Notebook Y,Eletrônicos,2957.81,5,0.11,13162.25,Brasília,Pix
7936,2025-02-08 17:02:54.000000000,Cafeteira J,Eletrodomésticos,1092.74,2,0.13,1901.37,Florianópolis,Pix
7941,2025-02-08 17:29:25.000000000,Air Fryer F,Eletrodomésticos ,1139.4,3,0.14,2939.65,São Paulo,Cartão de Débito
7947,2025-02-08 17:50:38.000000000,Livro A,Livros,124.86,4,0.19,404.55,Belo Horizonte,Boleto
7949,2025-02-08 18:10:06.000000000,Smartphone N,Eletrônicos,2795.97,1,0.09,2544.33,Florianópolis,Boleto
7943,2025-02-08 18:24:30.000000000,Cafeteira L,Eletrodomésticos,1181.22,1,0.12,1039.47,Campinas,Pix
7944,2025-02-08 19:35:15.000000000,Cafeteira J,Eletrodomésticos,1092.74,2,0.1,1966.93,Belo Horizonte,Pix
7945,2025-02-08 21:09:05.000000000,Tênis L,Moda,340.77,5,0.06,1601.62,Brasília,Pix
7960,2025-02-09 08:22:33.000000000,Jaqueta J,Moda,323.03,5,0.07,1502.09,Goiânia,Cartão de Débito
7967,2025-02-09 09:45:38.000000000,Livro A,Livros,124.86,1,0.18,102.39,Curitiba,Cartão de Crédito
7951,2025-02-09 10:08:03.000000000,Smartphone N,Roupas,2795.97,3,0.0,8387.91,São Paulo,Pix
7954,2025-02-09 11:36:31.000000000,Monitor R,Eletrônicos,2873.03,1,0.12,2528.27,Campinas,Cartão de Débito
7965,2025-02-09 11:42:34.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.02,5932.48,Florianópolis,Pix
7953,2025-02-09 12:00:10.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.02,3349.84,Rio de Janeiro,Cartão de Crédito
7950,2025-02-09 12:05:39.000000000,Fone J,Eletrônicos,2617.74,3,0.04,7539.09,Br@sília,Cartão de Crédito
7955,2025-02-09 12:46:40.000000000,Jaqueta F,Moda,367.85,2,0.0,735.7,Brasília,Cartão de Débito
7962,2025-02-09 12:58:10.000000000,Curso Online L,Educação ,649.58,5,0.03,3150.46,Recife,Pix
7958,2025-02-09 14:10:11.000000000,Livro J,Livros,118.5,5,0.2,474.0,Belo Horizonte,Boleto
7959,2025-02-09 15:55:23.000000000,Calça M,Moda,359.68,3,0.19,874.02,Rio de Janeiro,Cartão de Crédito
7963,2025-02-09 16:21:33.000000000,Monitor R,Moda,2873.03,3,0.15,7326.23,Salvador,Cartão de Débito
7964,2025-02-09 16:53:27.000000000,Air Fryer C,Eletrodomésticos,1110.78,1,0.02,1088.56,Curitiba,Boleto
7961,2025-02-09 17:10:53.000000000,Livro F,Livros,123.97,4,0.09,451.25,Salvador,Cartão de Crédito
7957,2025-02-09 17:43:38.000000000,Cadeira O,Móveis,1701.19,5,0.14,7315.12,Brasília,Cartão de Débito
7956,2025-02-09 17:55:03.000000000,Cadeira D,Móveis,1723.34,2,0.2,2757.34,Fortaleza,Boleto
7966,2025-02-09 18:09:03.000000000,Cafeteira L,Eletrodomésticos,1181.22,0,0.02,2315.19,Brasília,Cartão de Crédito
7968,2025-02-09 19:56:01.000000000,Fone X,Eletrônicos,2957.24,5,0.07,13751.17,Florianópolis,Cartão de Crédito
7952,2025-02-09 20:38:14.000000000,Fone X,Eletrônicos,2957.24,2,0.08,5441.32,Salvador,Cartão de Débito
7969,2025-02-10 02:06:49.000000000,Livro J,Livros,118.5,1,0.09,107.84,Curitiba,Cartão de Débito
7976,2025-02-10 04:46:08.000000000,Cadeira C,Móveis,1791.17,4,0.2,5731.74,Florianópolis,Cartão de Débito
7972,2025-02-10 07:48:01.000000000,Camisa W,Moda,347.56,6,0.13,1209.51,Brasília,Cartão de Crédito
7983,2025-02-10 09:03:15.000000000,Smartphone N,Eletrônicos,2795.97,3,0.09,7633.0,Porto Alegre,Pix
7988,2025-02-10 11:01:00.000000000,Monitor W,Eletrônicos,2892.83,1,0.05,2748.19,Belo Horizonte,pix
7984,2025-02-10 12:02:34.000000000,Camisa U,Moda,337.22,3,0.06,950.96,Rio de J@neiro,Pix
7970,2025-02-10 12:37:19.000000000,Smartphone P,Eletrônicos,3165.38,3,0.03,9211.26,Recife,Cartão de Débito
7974,2025-02-10 12:51:17.000000000,Livro F,Livros,123.97,3,0.04,357.03,Fortaleza,Cartão de Crédito
7989,2025-02-10 13:21:51.000000000,Camisa V,Moda,301.91,3,0.07,842.33,Goiânia,Boleto
7979,2025-02-10 14:01:03.000000000,Smartphone P,Eletrônicos,3165.38,3,0.12,8356.6,Rio de Janeiro,Cartão de Crédito
7975,2025-02-10 14:06:30.000000000,Jaqueta J,Moda,323.03,5,0.01,1599.0,Goiânia,Cartão de Crédito
7986,2025-02-10 14:09:33.000000000,Monitor Q,Eletrônicos,2776.1,1,0.18,2276.4,Porto Alegre,Pix
7980,2025-02-10 14:53:09.000000000,Monitor R,Eletrônicos,2873.03,5,0.03,13934.2,Florianópolis,Boleto
7978,2025-02-10 15:19:13.000000000,Mesa F,Móveis,1613.02,3,0.1,4355.15,Salvador,Cartão de Crédito
7977,2025-02-10 15:32:12.000000000,Air Fryer C,Eletrodomésticos,1110.78,2,0.02,2177.13,Fortaleza,Pix
7971,2025-02-10 15:42:10.000000000,Cadeira O,Móveis,1701.19,3,0.05,4848.39,Fortaleza,Boleto
7973,2025-02-10 16:39:15.000000000,Monitor R,Eletrônicos,2873.03,4,0.03,11147.36,Florianópolis,Cartão de Crédito
7985,2025-02-10 17:07:49.000000000,Monitor W,Eletrônicos,2892.83,1,0.15,2458.91,Belo Horizonte,Cartao de Credito
7982,2025-02-10 18:20:52.000000000,Camisa W,Moda,347.56,1,0.09,316.28,Belo Horizonte,Cartão de Débito
7981,2025-02-10 18:44:15.000000000,Fone C,Eletrônicos,1626.54,5,0.19,6587.49,Fortaleza,Cartão de Débito
7987,2025-02-10 19:37:00.000000000,Jaqueta P,Moda,346.61,5,0.13,1507.75,Campinas,Boleto
7995,2025-02-11 08:45:17.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.17,5024.45,Salvador,Cartão de Débito
8001,2025-02-11 10:49:12.000000000,Fone J,Eletrônicos,2617.74,1,0.08,2408.32,Curitiba,Cartão de Débito
7998,2025-02-11 11:48:37.000000000,Fone X,Eletrônicos,2957.24,5,0.05,14046.89,Porto Alegre,Boleto
7992,2025-02-11 12:15:24.000000000,Smartphone P,Eletrônicos,3165.38,3,0.0,9496.14,Salvador,Pix
8003,2025-02-11 12:23:14.000000000,Camisa W,Moda,347.56,3,0.08,959.27,São Paulo,Pix
8005,2025-02-11 12:39:45.000000000,Fone J,Eletrônicos,2617.74,5,0.02,12826.93,Porto Alegre,Boleto
8002,2025-02-11 12:45:09.000000000,Calça C,Moda,326.14,-1,0.12,1435.02,São Paulo,Cartão de Crédito
8006,2025-02-11 12:53:37.000000000,Notebook S,Eletrônicos,2936.46,4,0.02,11510.92,Curitiba,Boleto
7993,2025-02-11 13:10:19.000000000,Livro J,Livros,118.5,5,0.12,521.4,Campinas,Cartão de Débito
7997,2025-02-11 13:36:44.000000000,Cafeteira M,Eletrodomésticos,1122.24,3,0.07,3131.05,Rio de Janeiro,Cartão de Débito
7990,2025-02-11 15:55:42.000000000,Air Fryer C,Eletrodomésticos,1110.78,2,0.08,2043.84,Porto Alegre,Cartão de Débito
7996,2025-02-11 16:17:55.000000000,Jaqueta P,Moda,346.61,5,0.0,1733.05,Brasília,Pix
8000,2025-02-11 16:51:07.000000000,Calça K,Moda,355.99,5,0.14,1530.76,São Paulo,Boleto
7991,2025-02-11 19:50:05.000000000,Notebook Y,Eletrônicos,2957.81,5,0.07,13753.82,Porto Alegre,Boleto
8004,2025-02-11 21:07:07.000000000,Mesa R,Móveis,1692.0,3,0.04,4872.96,Curitiba,Pix
7999,2025-02-11 21:08:26.000000000,Cadeira O,Móveis,1701.19,1,0.19,1377.96,Campinas,Boleto
7994,2025-02-11 21:19:31.000000000,Smartphone N,Eletrônicos,2795.97,2,0.09,5088.67,Rio de Janeiro,Cartão de Crédito
8008,2025-02-12 02:12:00.000000000,Mesa C,Móveis,1682.78,1,0.14,1447.19,Goiânia,Boleto
9484,2025-02-12 08:36:51.000000000,Curso Online L,Educação,649.58,4,0.18,2130.62,Rio de Janeiro,Cartão de Crédito
8019,2025-02-12 08:37:04.000000000,Curso Online L,Educação,649.58,0,0.05,1234.2,Rio de Janeiro,Cartão de Crédito
8025,2025-02-12 10:07:15.000000000,Tênis E,Moda,338.84,1,0.17,281.24,Campinas,Cartão de Crédito
8022,2025-02-12 11:24:20.000000000,Air Fryer I,Eletrodomésticos,1210.71,4,0.03,4697.55,Goiânia,Pix
8010,2025-02-12 12:40:02.000000000,Mesa C,Móveis,1682.78,4,0.06,6327.25,São Paulo,Cartão de Débito
8007,2025-02-12 12:40:21.000000000,Monitor R,Eletrônicos,2873.03,3,0.19,6981.46,Recife,Cartão de Débito
8013,2025-02-12 13:20:43.000000000,Tênis E,Moda,0.0,1,0.14,291.4,Goiânia,Boleto
8014,2025-02-12 13:38:33.000000000,Tênis Y,Moda,341.81,5,0.16,1435.6,São Paulo,Pix
8017,2025-02-12 13:59:54.000000000,Curso Online B,Educação,706.69,4,0.06,2657.15,Rio de Janeiro,Pix
8020,2025-02-12 14:16:16.000000000,Camisa U,Moda,337.22,4,0.08,1240.97,Goiânia,Cartão de Débito
8021,2025-02-12 15:34:40.000000000,Smartphone N,Eletrônicos,2795.97,1,0.0,2795.97,Curitiba,Cartão de Débito
8015,2025-02-12 16:29:32.000000000,Notebook S,Eletrônicos,2936.46,1,0.01,2907.1,Brasília,Pix
8016,2025-02-12 16:41:26.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.03,3523.17,Belo Horizonte,Cartão de Débito
8018,2025-02-12 17:35:00.000000000,Tênis Y,Moda,341.81,5,0.08,1572.33,Salvador,Pix
8011,2025-02-12 17:50:25.000000000,Notebook S,Eletrônicos,2936.46,5,0.1,13214.07,Brasília,Boleto
8023,2025-02-12 18:10:56.000000000,Notebook S,Eletrônicos,2936.46,1,0.13,2554.72,Florianópolis,Cartão de Crédito
8024,2025-02-12 18:22:24.000000000,Air Fryer C,Eletrodomésticos,1110.78,1,0.03,1077.46,Florianópolis,Boleto
8012,2025-02-12 18:23:50.000000000,Cadeira D,Móveis,1723.34,4,0.03,6686.56,Porto Alegre,Cartão de Débito
8032,2025-02-13 01:53:54.000000000,Livro A,Livros,124.86,3,0.12,329.63,Porto Alegre,Cartão de Crédito
8033,2025-02-13 05:09:59.000000000,Jaqueta P,Moda,346.61,5,0.05,1646.4,Campinas,Cartão de Crédito
8038,2025-02-13 07:44:28.000000000,Fone J,Eletrônicos,2617.74,5,0.01,12957.81,São Paulo,Boleto
8029,2025-02-13 08:47:30.000000000,Monitor Q,Eletrônicos ,2776.1,4,0.0,11104.4,São Paulo,Cartão de Débito
8028,2025-02-13 09:20:10.000000000,Fone J,Eletrônicos,2617.74,3,0.11,6989.37,Campinas,Pix
8027,2025-02-13 09:25:15.000000000,Cadeira O,Móveis,1701.19,4,0.09,6192.33,S@lvador,Boleto
8036,2025-02-13 10:52:45.000000000,Calça C,Moda,326.14,1,0.14,280.48,Belo Horizonte,Boleto
8035,2025-02-13 11:51:19.000000000,Cafeteira L,Eletrodomésticos,1181.22,4,0.06,4441.39,Curitiba,Boleto
8044,2025-02-13 13:05:11.000000000,Notebook Y,Eletrônicos,2957.81,5,0.11,13162.25,Belo Horizonte,Cartão de Crédito
8031,2025-02-13 14:33:30.000000000,Cadeira C,Educação,1791.17,1,0.18,1468.76,Brasília,Boleto
8039,2025-02-13 14:59:18.000000000,Mesa R,Móveis,1692.0,2,0.06,3180.96,Goiânia,Pix
8026,2025-02-13 15:13:56.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.05,5750.87,Fortaleza,Pix
8043,2025-02-13 15:18:42.000000000,Cadeira O,Móveis,1701.19,1,0.2,1360.95,Recife,Cartão de Crédito
8041,2025-02-13 16:02:38.000000000,Air Fryer F,Eletrodomésticos ,1139.4,4,0.2,3646.08,Goiânia,Pix
8034,2025-02-13 16:25:00.000000000,Curso Online B,Educação,706.69,5,0.2,2826.76,Campinas,Cartão de Crédito
8042,2025-02-13 16:54:14.000000000,Air Fryer F,Eletrodomésticos,1139.4,-1,0.16,1914.19,Goiânia,Cartão de Crédito
8037,2025-02-13 17:04:36.000000000,Mesa R,Móveis,1692.0,2,0.01,3350.16,Campinas,Pix
8040,2025-02-13 17:40:06.000000000,Livro J,Livros,118.5,5,0.2,474.0,Rio de Janeiro,Pix
8030,2025-02-13 17:42:56.000000000,Livro F,Moda,123.97,1,0.05,117.77,Rio de Janeiro,Boleto
8065,2025-02-14 00:05:17.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.11,5256.43,Goiânia,Cartão de Crédito
8066,2025-02-14 03:39:53.000000000,Cadeira C,Móveis,1791.17,2,0.19,2901.7,Goiânia,Cartão de Crédito
8050,2025-02-14 09:19:59.000000000,Calça K,Moda,355.99,4,0.16,1196.13,Goiânia,Pix
8060,2025-02-14 10:52:25.000000000,Jaqueta P,Moda,346.61,2,0.14,596.17,Goiânia,Cartão de Débito
8064,2025-02-14 12:00:29.000000000,Curso Online O,Educação,731.98,1,0.13,636.82,Belo Horizonte,Boleto
8054,2025-02-14 12:36:36.000000000,Curso Online L,Educação,649.58,4,0.14,2234.56,Recife,Pix
8063,2025-02-14 12:44:01.000000000,Fone J,Eletrônicos,2617.74,1,0.11,2329.79,Curitiba,Cartão de Crédito
8059,2025-02-14 12:52:25.000000000,Camisa U,Moda,337.22,1,0.03,327.1,São Paulo,Pix
8051,2025-02-14 13:00:39.000000000,Cadeira O,Móveis,1701.19,3,0.05,4848.39,Fortaleza,Cartão de Débito
8057,2025-02-14 13:18:47.000000000,Monitor W,Eletrônicos,2892.83,3,0.1,7810.64,Porto Alegre,Cartão de Débito
8061,2025-02-14 14:07:18.000000000,Tênis L,Moda,340.77,2,0.02,667.91,São Paulo,Pix
8055,2025-02-14 14:10:31.000000000,Smartphone L,Eletrônicos,2719.35,3,0.05,7750.15,Salvador,Cartão de Débito
8067,2025-02-14 14:11:06.000000000,Cafeteira J,Eletrodomésticos,1092.74,1,0.18,896.05,Recife,Boleto
8058,2025-02-14 14:34:11.000000000,Cadeira D,Móveis,1723.34,2,0.15,2929.68,Recife,Boleto
8049,2025-02-14 14:51:19.000000000,Monitor Q,Eletrônicos,2776.1,3,0.03,8078.45,Goiânia,Pix
8048,2025-02-14 16:13:24.000000000,Monitor W,Eletrônicos,2892.83,2,0.2,4628.53,Fortaleza,Cartão de Crédito
8056,2025-02-14 18:18:16.000000000,Livro F,Livros,123.97,3,0.12,327.28,Brasília,Boleto
8052,2025-02-14 18:25:05.000000000,Tênis Y,Moda,341.81,1,0.19,276.87,Florianópolis,Boleto
8062,2025-02-14 19:06:57.000000000,Tênis E,Moda,338.84,5,0.19,1372.3,Recife,Boleto
8047,2025-02-14 19:25:39.000000000,Smartphone P,Eletrônicos,3165.38,4,0.15,10762.29,São Paulo,Boleto
8046,2025-02-14 20:00:51.000000000,Cafeteira L,Eletrodomésticos,1181.22,2,0.03,2291.57,Campinas,Cartão de Crédito
8053,2025-02-14 21:01:51.000000000,Livro F,Livros,123.97,4,0.02,485.96,Fortaleza,Boleto
8045,2025-02-14 22:54:46.000000000,Cafeteira M,Eletrodomésticos,1122.24,1,0.12,987.57,Campinas,Cartão de Crédito
8077,2025-02-15 00:46:01.000000000,Monitor W,Eletrônicos,2892.83,2,0.04,5554.23,São Paulo,Cartão de Crédito
8078,2025-02-15 06:44:21.000000000,Smartphone N,Eletrônicos,2795.97,4,0.11,9953.65,Rio de Janeiro,Pix
8086,2025-02-15 10:04:54.000000000,Camisa W,Moda,347.56,2,0.11,618.66,Recife,Cartão de Crédito
8079,2025-02-15 10:38:03.000000000,Smartphone L,Eletrônicos,2719.35,1,0.0,2719.35,Porto Alegre,Cartão de Crédito
8080,2025-02-15 11:29:23.000000000,Notebook S,Eletrônicos,2936.46,5,0.14,12626.78,Curitiba,Cartão de Débito
8071,2025-02-15 11:53:29.000000000,Jaqueta P,Moda,346.61,2,0.18,568.44,Goiânia,Cartão de Débito
8087,2025-02-15 12:23:33.000000000,Mesa C,Móveis,1682.78,5,0.09,7656.65,Rio de Janeiro,Cartão de Débito
8084,2025-02-15 13:44:19.000000000,Cadeira O,Móveis,1701.19,2,0.13,2960.07,Fortaleza,Boleto
8068,2025-02-15 13:55:13.000000000,Notebook S,Eletrônicos,2936.46,2,0.1,5285.63,Fortaleza,Cartão de Crédito
8075,2025-02-15 14:29:00.000000000,Livro J,Livros,118.5,4,0.15,402.9,Brasília,Cartão de Débito
8076,2025-02-15 16:00:45.000000000,Camisa U,Moda,337.22,5,0.05,1601.8,Belo Horizonte,Cartão de Crédito
8085,2025-02-15 16:41:52.000000000,Mesa F,Móveis,1613.02,2,0.14,2774.39,Curitiba,Boleto
8088,2025-02-15 16:51:12.000000000,Mesa R,Móveis,1692.0,5,0.17,7021.8,Campinas,Cartão de Débito
8073,2025-02-15 17:07:51.000000000,Camisa V,Moda,301.91,2,0.1,543.44,Fortaleza,Pix
8069,2025-02-15 17:08:16.000000000,Tênis L,Moda,340.77,5,0.12,1499.39,Florianópolis,Cartão de Crédito
8083,2025-02-15 17:18:20.000000000,Fone C,Eletrônicos,1626.54,5,0.15,6912.8,Porto Alegre,Cartão de Débito
8081,2025-02-15 17:24:56.000000000,Cafeteira M,Eletrodomésticos,1122.24,5,0.02,5498.98,Curitiba,Cartão de Débito
8074,2025-02-15 17:35:40.000000000,Tênis Y,Moda,341.81,5,0.05,1623.6,Goiânia,Pix
8070,2025-02-15 17:43:40.000000000,Air Fryer C,Eletrodomésticos,1110.78,3,0.0,3332.34,Fortaleza,Cartão de Débito
8082,2025-02-15 17:47:02.000000000,Camisa V,Moda,0.0,1,0.01,298.89,Rio de Janeiro,Boleto
9484,2026-01-15 10:00:00,Fone C,Eletrônicos,1626.54,3,0.05,4635.64,São Paulo,Cartão de Débito
8095,2025-02-16 02:55:05.000000000,Cafeteira L,Eletrodomésticos,1181.22,1,0.02,1157.6,Recife,Boleto
8106,2025-02-16 10:23:59.000000000,Cadeira D,Móveis,1723.34,3,0.18,4239.42,Salvador,Boleto
8094,2025-02-16 11:19:27.000000000,Air Fryer I,Eletrodomésticos,1210.71,2,0.03,2348.78,Fortaleza,Cartão de Crédito
8096,2025-02-16 11:49:52.000000000,Livro A,Livros,124.86,3,0.1,337.12,Campinas,Boleto
8090,2025-02-16 12:31:59.000000000,Camisa V,Moda,301.91,5,0.09,1373.69,Rio de Janeiro,Pix
8100,2025-02-16 13:45:59.000000000,Calça C,Moda,326.14,1,0.17,270.7,Belo Horizonte,Boleto
8103,2025-02-16 13:53:57.000000000,Camisa V,Moda,301.91,1,0.08,277.76,Florianópolis,Cartão de Crédito
8102,2025-02-16 14:29:28.000000000,Jaqueta P,Moda,346.61,4,0.0,1386.44,Curitiba,Boleto
8093,2025-02-16 14:35:59.000000000,Livro J,Livros,118.5,5,0.08,545.1,Campinas,Pix
8097,2025-02-16 15:05:32.000000000,Mesa C,Móveis,1682.78,3,0.2,4038.67,Florianópolis,Pix
8092,2025-02-16 15:09:55.000000000,Mesa R,Móveis,1692.0,5,0.02,8290.8,Belo Horizonte,Boleto
8089,2025-02-16 15:50:12.000000000,Livro F,Livros,123.97,2,0.08,228.1,Goiânia,Pix
8099,2025-02-16 17:09:22.000000000,Notebook H,Eletrônicos,2924.86,1,0.13,2544.63,São Paulo,Pix
8098,2025-02-16 17:13:04.000000000,Monitor R,Eletrônicos,2873.03,1,0.18,2355.88,Curitiba,Cartão de Débito
8091,2025-02-16 18:39:30.000000000,Fone J,Eletrônicos,2617.74,2,0.2,4188.38,São Paulo,Boleto
8104,2025-02-16 18:56:43.000000000,Mesa F,Móveis,1613.02,4,0.11,5742.35,Salvador,Cartão de Débito
8101,2025-02-16 20:25:07.000000000,Camisa W,Moda,347.56,-1,0.01,1032.25,São Paulo,Pix
8105,2025-02-16 21:26:46.000000000,Fone C,Eletrônicos,1626.54,1,0.04,1561.48,Goiânia,Pix
8122,2025-02-17 05:09:04.000000000,Mesa R,Móveis,1692.0,3,0.09,4619.16,Belo Horizonte,Cartão de Débito
8114,2025-02-17 06:51:07.000000000,Livro A,Livros,124.86,2,0.03,242.23,Rio de Janeiro,Cartão de Crédito
8124,2025-02-17 07:23:33.000000000,Cadeira C,Móveis,1791.17,2,0.11,3188.28,Fortaleza,Pix
8129,2025-02-17 08:05:17.000000000,Camisa W,Moda,347.56,5,0.04,1668.29,Fortaleza,Cartão de Crédito
8111,2025-02-17 09:08:04.000000000,Calça M,Moda,359.68,1,0.09,327.31,Campinas,Boleto
8121,2025-02-17 09:27:18.000000000,Curso Online L,Educação,649.58,4,0.03,2520.37,Belo Horizonte,Cartão de Débito
8115,2025-02-17 09:28:37.000000000,Curso Online O,Educação,731.98,-1,0.13,1273.65,Campinas,Cartão de Crédito
9484,2025-02-17 10:09:51.000000000,Monitor Q,Eletrônicos,2776.1,2,0.08,5108.02,Brasília,Pix
8108,2025-02-17 10:56:51.000000000,Tênis L,Moda,340.77,1,0.17,282.84,São Paulo,Cartão de Crédito
8109,2025-02-17 11:32:45.000000000,Cadeira O,Móveis,1701.19,1,0.14,1463.02,Belo Horizonte,Pix
8116,2025-02-17 12:05:22.000000000,Jaqueta F,Moda,367.85,3,0.04,1059.41,Fortaleza,Pix
8110,2025-02-17 12:38:04.000000000,Calça K,Moda,355.99,4,0.02,1395.48,Curitiba,Boleto
8128,2025-02-17 12:49:13.000000000,Cafeteira M,Eletrodomésticos,1122.24,5,0.12,4937.86,Brasília,Boleto
8123,2025-02-17 12:53:19.000000000,Mesa C,Móveis,1682.78,1,0.1,1514.5,São Paulo,Cartão de Crédito
8126,2025-02-17 13:09:45.000000000,Cadeira O,Móveis,1701.19,2,0.18,2789.95,São Paulo,Cartão de Crédito
8120,2025-02-17 14:10:51.000000000,Monitor Q,Eletrônicos,2776.1,2,0.16,4663.85,Goiânia,Cartão de Débito
8107,2025-02-17 14:40:57.000000000,Livro J,Livros,118.5,2,0.14,203.82,Recife,Cartão de Crédito
8112,2025-02-17 15:11:15.000000000,Tênis L,Moda,340.77,5,0.05,1618.66,Brasília,Pix
8127,2025-02-17 16:22:55.000000000,Notebook Y,Eletrônicos,2957.81,5,0.16,12422.8,Brasília,Pix
8117,2025-02-17 16:34:19.000000000,Fone J,Eletrônicos,2617.74,3,0.02,7696.16,Campinas,Cartão de Crédito
8113,2025-02-17 17:55:46.000000000,Curso Online O,Educação,731.98,3,0.1,1976.35,Recife,Boleto
8125,2025-02-17 22:31:40.000000000,Calça M,Moda,359.68,3,0.17,895.6,Belo Horizonte,Pix
8118,2025-02-17 22:37:24.000000000,Curso Online L,Educação,649.58,4,0.19,2104.64,Florianópolis,Boleto
8130,2025-02-17 23:00:21.000000000,Smartphone N,Eletrônicos,2795.97,5,0.13,12162.47,Goiânia,Boleto
8132,2025-02-18 02:43:16.000000000,Cadeira C,Móveis,1791.17,2,0.18,2937.52,São Paulo,Pix
8145,2025-02-18 09:40:42.000000000,Fone C,Eletrônicos,1626.54,6,0.18,6668.81,Belo Horizonte,Boleto
8144,2025-02-18 11:24:29.000000000,Smartphone L,Eletrônicos,2719.35,1,0.0,2719.35,Curitiba,Boleto
8143,2025-02-18 11:30:01.000000000,Monitor Q,Eletrônicos,2776.1,2,0.06,5219.07,Florianópolis,debito
8131,2025-02-18 12:46:58.000000000,Air Fryer F,Eletrodomésticos,1139.4,1,0.07,1059.64,Fortaleza,Boleto
8139,2025-02-18 13:03:21.000000000,Jaqueta P,Moda,346.61,5,0.07,1611.74,Fortaleza,Boleto
8137,2025-02-18 13:51:03.000000000,Curso Online O,Educação,731.98,3,0.06,2064.18,Recife,Cartão de Crédito
8141,2025-02-18 15:42:44.000000000,Air Fryer C,Eletrodomésticos,1110.78,3,0.05,3165.72,Rio de Janeiro,Pix
8133,2025-02-18 15:51:09.000000000,Notebook S,Eletrônicos,2936.46,1,0.12,2584.08,São Paulo,Pix
8142,2025-02-18 16:15:27.000000000,Cafeteira J,Eletrodomésticos,1092.74,0,0.13,950.68,Florianópolis,Cartão de Débito
8140,2025-02-18 16:59:05.000000000,Cafeteira J,Eletrodomésticos,0.0,1,0.02,1070.89,Porto Alegre,Cartão de Crédito
